"","...1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","rank","Y"
"316","pdap1a",93.1310093534048,0.337945826857932,0.270734380324888,1.24825604510365,0.211937305429951,0.513692324172319,"ENSDARG00000036161",2.5514647771506,"100170796"
"317","slc16a8",21.0596174486445,-0.234225169393138,0.406302767352102,-0.576479384867586,0.564291200128671,0.811521044584764,"ENSDARG00000043858",-0.427815151557474,"570630"
"318","cby1",13.4314140388669,0.135657610235847,0.489380850176605,0.277202530885488,0.781624596386677,0.920691111998771,"ENSDARG00000018285",1.246380709472,"393404"
"319","zc3h7b",345.481094664522,0.132694392361727,0.109162199745924,1.21557089056994,0.224148428632859,0.530139483511981,"ENSDARG00000074777",2.49544681874272,"100124610"
"320","tefa",419.058160569584,-0.472286790020036,0.441860211303033,-1.06886019138785,0.285132672089859,0.596077149177934,"ENSDARG00000042853",0.254800690927725,"492512"
"321","phf5a",11.5957845796381,0.104249763837822,0.583621299773176,0.178625701081059,0.858231612502505,0.952574748598423,"ENSDARG00000091419",1.15288127128106,"751792"
"322","aco2",1317.7880558742,0.339183538332521,0.0893009266291647,3.79820849722009,0.000145745703433881,0.00385626727007741,"ENSDARG00000042210",9.83364721218101,"280653"
"323","csdc2a",268.565865397267,0.372833652055657,0.132069604759774,2.82300876673188,0.00475752706781484,0.0505997774451583,"ENSDARG00000055481",6.34802726930625,"101884554"
"324","si:ch73-139e5.4",20.6675651156694,-0.30144809686429,0.466314604649616,-0.646447899891093,0.517989327925632,0.785465788690405,"ENSDARG00000021945",-0.342199360604942,"557077"
"325","kctd17",330.774079534731,-0.207158161718666,0.154353077479649,-1.34210580767966,0.179561691081995,0.473596543106942,"ENSDARG00000035630",0.717236447191195,"30037"
"326","rangap1b",24.1339556858617,0.669103199429258,0.39270161223969,1.70384632651027,0.0884098005779091,0.317953927815717,"ENSDARG00000058302",3.42577244921781,"335985"
"327","l3mbtl2",82.9124352402926,0.653394428432711,0.209378558682528,3.12063676693575,0.00180460476965784,0.0244924004858965,"ENSDARG00000033376",7.31741367535193,"100330979"
"328","ep300a",406.997008444484,-0.133776900048485,0.191683369757217,-0.697905614962449,0.485236222669615,0.76306180917258,"ENSDARG00000076657",-0.276880550432312,"100004977"
"329","cbx7b",11.3479773810641,-0.267386006271262,0.65702726467449,-0.406963334168077,0.68403491808723,0.87743799152829,"ENSDARG00000070714",-0.620253687172546,"569045"
"330","josd1",13.0098698644019,0.154796773125135,0.737993791093268,0.209753489789959,0.833860075227593,0.942003471096861,"ENSDARG00000104500",1.18168966620576,"436845"
"331","srgap2",255.989122689224,-0.19680393191119,0.161607951432322,-1.21778619286321,0.223305232528829,0.529030706143259,"ENSDARG00000062686",0.499215687679581,"393326"
"332","si:dkey-85p17.3",806.506262473024,0.266540141247334,0.10626521964566,2.5082538024775,0.0121329484983151,0.0937899425232315,"ENSDARG00000092033",5.41183051068239,"30307"
"333","suclg2",18.269783816852,0.158014334485563,0.508437606883523,0.310784120502247,0.755964742322553,0.910374984580739,"ENSDARG00000005002",1.27976054102963,"567023"
"334","slc25a26",13.2971874350016,-1.235656633369,0.541847328414008,-2.28045164859589,0.0225809153620915,0.139832375575586,"ENSDARG00000077101",2.79065018245999,"323473"
"335","rab7",500.108386650193,0.184520755048978,0.20301124250064,0.908918899151096,0.363392936952476,0.666450579311923,"ENSDARG00000091555",2.01227055922305,"30267"
"336","hmces",33.5020150510585,-0.107121905271868,0.346381712646924,-0.309259702116723,0.757123982438331,0.91117257429701,"ENSDARG00000099667",-0.721771742337,"567969"
"337","tada3l",88.5737538381504,0.219925144705712,0.255729349507942,0.85999180433876,0.389793560267109,0.689999609505478,"ENSDARG00000017047",1.94213801265287,"100151129"
"338","rpf1",47.6330102382535,-0.134791633770456,0.311828581450381,-0.432261959899607,0.665551031374281,0.867098458951173,"ENSDARG00000078654",-0.592860037166787,"317739"
"339","cdk5rap1",12.3637965317349,-0.521540209745181,0.521937033084147,-0.999239710321719,0.31767858342035,0.628908929561168,"ENSDARG00000062956",0.146715151309255,"568894"
"340","npepps",81.3419820285096,-0.349382011237085,0.595692989974885,-0.586513551639772,0.557530457461292,0.807615485782766,"ENSDARG00000056090",-0.415761855077415,"108180203"
"341","socs7",120.523374763008,-0.109194181695344,0.227853175248961,-0.479230458719894,0.631774687966272,0.850218031453179,"ENSDARG00000020527",-0.540777545218731,"562813"
"342","sp2",41.0343092705537,0.45273461299866,0.314672843806513,1.43874700950375,0.150222214961926,0.430631831306802,"ENSDARG00000104034",2.89563964804582,"794545"
"343","msi2a",116.125744309224,-0.0984780359954849,0.182152711432403,-0.540634477637354,0.588759548788159,0.825591197299653,"ENSDARG00000062650",-0.470262584965432,"100189616"
"344","ubl3a",905.820664849007,-0.0966253728132725,0.170713159756333,-0.56601010110287,0.57138691389406,0.816159509513868,"ENSDARG00000057936",-0.440311308721799,"571995"
"345","rxfp2a",107.831964599617,0.257148875461606,0.213747336151531,1.20305066763174,0.228956714055284,0.534455799989521,"ENSDARG00000036831",2.47422231488738,"555174"
"346","b3glctb",31.494274972496,-0.0842408526204011,0.346962023209773,-0.242795600051793,0.808163744253781,0.931320249934979,"ENSDARG00000051858",-0.787009412786887,"436793"
"347","hunk",86.6269841102651,-0.968837172197826,0.250866215571036,-3.86196750324672,0.000112477530491984,0.00313909893318267,"ENSDARG00000062228",8.09275708522843,"406412"
"348","alcama",234.321174357683,0.21031552013288,0.136175202830103,1.54444800346858,0.122479838525881,0.384762109765186,"ENSDARG00000054606",3.0998088460049,"393243"
"349","cblb",463.685017466171,0.239559223479901,0.122291856387705,1.95891395025046,0.0501228650186832,0.229650984211763,"ENSDARG00000017365",3.99327798740599,"553359"
"350","bbx",148.311246340794,-0.143153710349955,0.18917744366489,-0.756716591453357,0.449219672580381,0.733839006112345,"ENSDARG00000044914",-0.199756737625732,"100334351"
"351","auts2a",1879.35511852234,0.0168406369822326,0.0708711844471233,0.237623190773639,0.812173361998754,0.933374992247493,"ENSDARG00000054334",1.20804146160987,"58040"
"352","cxadr",39.6258219320586,-0.58390948992112,0.430680349585193,-1.35578391371584,0.175167930991363,0.467452144478489,"ENSDARG00000104965",0.742010159520873,"394026"
"353","cnih2",19.9124216431031,0.703001648296302,0.558618247153898,1.25846524326411,0.208223549409654,0.508861389041107,"ENSDARG00000112491",2.56914301964122,"559305"
"354","znhit2",22.0884405045474,-0.809575718431698,0.432554178167464,-1.87161691943771,0.0612596209307131,0.256861744657113,"ENSDARG00000110152",1.7926343654727,"564766"
"355","tm7sf2",36.8751449394812,-0.0913875219137849,0.339900159909194,-0.268865780875771,0.788032970533691,0.923205936220725,"ENSDARG00000032324",-0.761784650779237,"567175"
"356","slc9a6b",372.620114365437,0.237262347380516,0.1279977443824,1.85364475386131,0.0637900003703828,0.262982413474367,"ENSDARG00000044125",3.75215883492199,"791165"
"357","synj1",2440.37014095519,0.149657448920497,0.0938293983562809,1.59499529510176,0.110713287901757,0.362766055569444,"ENSDARG00000062173",3.20081141122498,"563578"
"358","si:dkey-5g14.1",103.3124622836,-0.0412218533757369,0.200169191447908,-0.205935054628346,0.836841642642723,0.943337535933663,"ENSDARG00000017665",-0.821879577242721,"406793"
"359","zmat4b",18.5325966476657,-0.29982780999859,0.477273071429907,-0.62821019652399,0.529866251532678,0.792594843212855,"ENSDARG00000038845",-0.364869340118277,"30579"
"360","ppp3ccb",162.519174294164,0.561709364595904,0.185588763808496,3.02663454979158,0.00247292735393235,0.0312505845589042,"ENSDARG00000070961",7.00235266655878,"65239"
"361","dmtn",18.7591727350157,0.412666903091013,0.41201932488409,1.00157171804285,0.316550486095234,0.62740713359915,"ENSDARG00000045708",2.15027253638985,"558540"
"362","xpo7",249.502859585467,0.109023982287597,0.132510255952045,0.822758823491004,0.410645156762031,0.706207990469761,"ENSDARG00000021633",1.89002580294309,"64605"
"363","LOC101885710",13.8269549321347,0.822822330798899,0.535835113346483,1.53558867327689,0.124639293913299,0.388225324726778,"ENSDARG00000005416",3.08233136188458,"568178"
"364","sec31a",299.634681535291,-0.134847785775511,0.139839639155074,-0.964303015870721,0.334894029311869,0.643046200315232,"ENSDARG00000070213",0.0939411276124209,"569576"
"365","tmem150c",74.9545730053435,-0.284221781691189,0.22749010472963,-1.24938085561561,0.211525807173724,0.512898333818753,"ENSDARG00000045156",0.553408268205686,"100000629"
"366","enoph1",75.4689362051409,0.506480858866643,0.329927221561239,1.53512903988322,0.124752134315619,0.388296576949785,"ENSDARG00000094489",3.08142643575443,"195816"
"367","hnrpdl",127.828500254575,0.235169166608647,0.270151245642231,0.870509281012488,0.384022149466939,0.684714347490677,"ENSDARG00000067752",1.9570550471544,"58022"
"368","hnrnpd",146.593661276717,0.336650525086597,0.172452622428032,1.95213340537682,0.0509223680890267,0.231795414905201,"ENSDARG00000071735",3.97745300030544,"321898"
"369","snx30",62.6334312847437,0.144529136819962,0.239963620471801,0.602296033606255,0.546977100596186,0.802093099530683,"ENSDARG00000042045",1.60334834106318,"570766"
"370","dcbld2",172.253166052659,-0.391781125310225,0.150108460910006,-2.6099869583308,0.00905456745093294,0.0771093520667833,"ENSDARG00000061020",3.704485957873,"100144552"
"371","il1rapl1a",261.831980570982,-0.142431500480894,0.149784185091843,-0.950911475691242,0.341649315830703,0.648346291758855,"ENSDARG00000003998",0.0739704603017632,"564697"
"372","LOC110438837",16.4014538427741,0.273589872353434,0.530148963843285,0.516062259878921,0.605810925708158,0.836037656045951,"ENSDARG00000038567",1.50118734537805,"436884"
"373","rnaseh2b",18.0747365318014,-0.50863918787603,0.547408003058914,-0.929177478286316,0.352797117109388,0.657766676862675,"ENSDARG00000017687",0.0418621263415369,"100006858"
"374","trim13",101.661099604788,-0.136433767891188,0.306569860491363,-0.445033206044832,0.656295757320291,0.862043646140724,"ENSDARG00000040159",-0.578856257933434,"100332937"
"375","spryd7b",113.542162923127,-0.175780648056943,0.272024665997087,-0.646193783246205,0.518153865132156,0.785468183946388,"ENSDARG00000076462",-0.342516956105274,"563420"
"376","si:ch73-116o1.2",13.8901321621764,0.087371182954396,0.513779935304773,0.170055654085766,0.864966368367466,0.955426544420022,"ENSDARG00000061174",1.14506465330616,"751701"
"377","tmem177",72.8621215402997,0.221321816726818,0.212342615173051,1.04228638489005,0.297278922781482,0.607908325063445,"ENSDARG00000045383",2.21308444694543,"568850"
"378","ptpn4a",379.744936839583,-0.00461148433263557,0.121515127149962,-0.0379498786759654,0.96972764423507,0.989479766083298,"ENSDARG00000062195",-0.969259973950346,"100093703"
"379","epb41l5",222.037763932961,-0.0250132994817608,0.158263843125455,-0.158048098591495,0.874418897782035,0.957100340838789,"ENSDARG00000014463",-0.865804269931685,"394050"
"380","zgc:91818",66.9797225080812,-0.544407365722281,0.260345383930673,-2.09109667128667,0.0365193990530677,0.188731595557229,"ENSDARG00000060889",2.30991167867368,"403044"
"381","LOC101884827",20.7815116679751,-1.63438406195029,0.449414192390451,-3.63669881731357,0.00027615450885891,0.00634775617957178,"ENSDARG00000041083",7.19455003417872,"793299"
"382","plekhm3",201.617519414676,-0.105560581241151,0.15082824553559,-0.699872764987131,0.484006767250997,0.762015807776423,"ENSDARG00000092584",-0.274343609560297,"100004536"
"383","idh1",33.1363561561603,-0.364234981064889,0.347185252262534,-1.0491084476983,0.294128208522282,0.604475995456687,"ENSDARG00000101812",0.223739523291069,"445389"
"384","kcnh3",104.330654093556,-0.256471729427061,0.234052330963464,-1.09578797344726,0.273171572776721,0.582698226900181,"ENSDARG00000078132",0.297655209493217,"100034581"
"385","tbccd1",27.590618382043,-0.271622693971471,0.357423293525974,-0.759946816257882,0.447286375823579,0.732369376017393,"ENSDARG00000041085",-0.195443772292988,"497617"
"386","gtf2e1",121.66203969333,-0.0840693386563778,0.173475009354989,-0.484619306083122,0.627946416308563,0.847618035604313,"ENSDARG00000006924",-0.534699559496311,"563270"
"387","stxbp5l",1305.1097143894,-0.105798818715252,0.0769884847842204,-1.37421614429456,0.16937459018292,0.460030563365388,"ENSDARG00000022895",0.775642506935336,"561649"
"388","zeb2a",15.2508604859481,1.74772922120632,0.740575973171463,2.35995938907091,0.0182769357544806,0.121686962234624,"ENSDARG00000017853",5.00211535531802,"30525"
"389","tmeff2a",964.325700054186,-0.114438169239277,0.101450346576709,-1.12802147159495,0.259310851288492,0.566780756851328,"ENSDARG00000010052",0.349727738919416,"415186"
"390","si:dkey-91i10.2",92.9670770374546,-0.125209558828179,0.212777755083942,-0.588452297463065,0.556228743623938,0.806754956014853,"ENSDARG00000070222",-0.413424340058376,"560323"
"391","neb",11.2622537883573,-0.986011218178547,0.551681486215856,-1.78728350110475,0.0738916792824436,0.287232951308646,"ENSDARG00000057093",1.60515505165077,"569577"
"392","rif1",290.237094160141,-0.0467445061611486,0.127452492964149,-0.366760234139141,0.71379787221393,0.891203355393133,"ENSDARG00000051718",-0.662844551141951,"100310831"
"393","itgb5",309.865202464595,-0.127093939745891,0.10620447264412,-1.19669102987564,0.23142700461842,0.536452828406585,"ENSDARG00000079618",0.463490770001259,"393749"
"394","etv5a",254.069795154232,0.22546970531868,0.466973106689918,0.482832313228688,0.629214805133779,0.848543686169945,"ENSDARG00000015111",1.46328257798301,"100536668"
"395","LOC567728",132.166539542047,0.168452083085879,0.238408745860073,0.706568387322278,0.479834740105108,0.758404430184231,"ENSDARG00000051735",1.7343135258098,"437026"
"396","lmo7a",30.306428307776,-0.317038105287568,0.410492978208622,-0.772335026706454,0.439916025045053,0.726955680896367,"ENSDARG00000093804",-0.178828577545242,"321844"
"397","mrpl30",35.2526129455011,0.470803091807833,0.311340530653402,1.51218054013003,0.130487940130699,0.397611877706361,"ENSDARG00000077468",3.03647446928129,"564658"
"398","txndc9",50.5934251493995,-0.154354119153851,0.302182117869851,-0.510798323348606,0.609492283324489,0.838822226549671,"ENSDARG00000026248",-0.504871009193724,"568558"
"399","rev1",161.811191072019,-0.1128915641199,0.164382498896871,-0.686761455005774,0.492233063107823,0.767808204606129,"ENSDARG00000059811",-0.291197030850845,"114833"
"400","sox1a",50.4204182068038,-1.63392275522185,0.376292897102885,-4.34215678212789,1.41090789145892e-05,0.000605864334842876,"ENSDARG00000062968",10.1686920731397,"767710"
"401","LOC108191313",27.4428271775133,-0.461865144390854,0.491719866098562,-0.939285101607581,0.347584385718414,0.653483462820436,"ENSDARG00000017986",0.0567478068575726,"569226"
"402","zgc:174719",33.2593238332828,-0.614125319437276,0.460594042429517,-1.33333318033798,0.182422489637298,0.477969946927333,"ENSDARG00000070539",0.701429910492437,"378720"
"403","ptch1",254.399213107847,-0.00446253076117893,0.146964590836285,-0.0303646663171408,0.975776224048041,0.991297784035324,"ENSDARG00000041041",-0.975478002503288,"337696"
"404","ercc6l2",53.9202057526059,-0.604431489555637,0.349067771806876,-1.73155913657375,0.0833520871668188,0.307390158948268,"ENSDARG00000070214",1.48468162910523,"449651"
"405","slc20a2",1475.12495109512,-0.259177211434526,0.11419254448243,-2.26965090067157,0.0232287726623703,0.142258776064536,"ENSDARG00000034568",2.76236356775959,"445562"
"406","mapk4",184.74629373268,0.0585091242608545,0.142810998181001,0.409696206917474,0.682028812884135,0.876668791660954,"ENSDARG00000075230",1.38268337440038,"562474"
"407","tspan36",67.8204763415943,-0.376783617290053,0.314385116415322,-1.19847791010659,0.230731017665579,0.535800904244689,"ENSDARG00000012866",0.466502672620807,"558149"
"408","prf1.5",11.3907468545252,-0.401847009494253,0.628067216550874,-0.639815291906265,0.52229268974532,0.787671456324948,"ENSDARG00000062821",-0.350472860086694,"569553"
"409","smarcad1a",101.321567718834,0.784972899108376,0.210039212311504,3.73726834370433,0.000186030352698068,0.00471139854567924,"ENSDARG00000007950",9.5896007110158,"556807"
"410","grid2",542.900100210292,-0.0250870685303169,0.107206211741976,-0.234007602010009,0.814979076951358,0.934594948324698,"ENSDARG00000018060",-0.795407161476861,"100150992"
"411","kcnd3",2567.86830513172,-0.218920932657971,0.0858978937407936,-2.54861816889934,0.0108150639843142,0.0867855637708467,"ENSDARG00000057698",3.5268153033381,"403039"
"412","cttnbp2nlb",59.1081476872476,-0.178348631745095,0.253926363796065,-0.702363587139504,0.482452447477587,0.760705828269759,"ENSDARG00000006010",-0.271127082489497,"654830"
"413","capza1b",494.362371550496,0.0372220556082098,0.133678301116112,0.278445007884107,0.78067077368183,0.920598064584863,"ENSDARG00000035692",1.24760176259887,"445043"
"414","ythdf1",1076.68409988409,-0.154667298604032,0.0908578604700029,-1.70229958975422,0.088699221688725,0.318338017006158,"ENSDARG00000030173",1.42250416435307,"799202"
"415","si:dkey-70p6.1",395.660283792535,0.0628369295606241,0.107830188148961,0.582739682080668,0.560068555506658,0.808933992419856,"ENSDARG00000062880",1.57969608219812,"652952"
"416","uckl1a",12.0080020486988,0.756730695538978,0.602372290318554,1.25625083972371,0.209025039419804,0.509258985224758,"ENSDARG00000029168",2.56530122835709,"562339"
"417","samd10a",17.0740209518334,0.0997076414351777,0.47869828650908,0.208289112882142,0.835003231895611,0.94250476052216,"ENSDARG00000074508",1.18031968360511,"797433"
"418","sypa",2045.45537517321,0.310188102344563,0.123796681592001,2.50562533951317,0.0122235066036398,0.0941328085192524,"ENSDARG00000024895",5.40439441029471,"436903"
"419","cacna1fb",11.4524328108567,0.590028346487723,0.543485526394956,1.08563764411813,0.277639338283721,0.587512395472626,"ENSDARG00000076703",2.28143235187435,"568378"
"420","magixa",548.182826246077,-0.514324786234965,0.159526772406535,-3.22406564413068,0.00126384424657933,0.0189328824389531,"ENSDARG00000014031",5.67359721349294,"560385"
"421","ajap1",231.54518848918,0.19237619353252,0.128463650457669,1.49751461092033,0.134259406677703,0.404233248085775,"ENSDARG00000102671",3.00798147968506,"553243"
"422","pde4d",13.1477372970004,-0.317936132651113,0.569556537469468,-0.558216984153493,0.576696224517474,0.818951515857528,"ENSDARG00000009886",-0.449560374916697,"323561"
"423","elovl7a",34.2823299883789,-0.333416865011397,0.398073968148549,-0.837575153587977,0.40226935214071,0.699346813392629,"ENSDARG00000063190",-0.0893666154676374,"30728"
"424","spg7",108.60641288612,0.104887357505766,0.219247984870178,0.478395993321773,0.632368384825042,0.850580010574528,"ENSDARG00000044301",1.45828316726675,"768192"
"425","acsf3",35.5692737340791,0.0512622048930524,0.33028981196697,0.155203712121096,0.876660721902233,0.957781743240144,"ENSDARG00000094332",1.13163522360154,"566608"
"426","cgnl1",167.970156132521,-0.0517174752165395,0.172152463392189,-0.300416701553201,0.763859325707591,0.914160247686202,"ENSDARG00000104702",-0.730628364575636,"447835"
"427","si:dkey-88i8.2",928.870004718398,0.191892312237364,0.131489074706973,1.4593783754658,0.14446099445482,0.420717406976426,"ENSDARG00000052674",2.93474574243726,"798521"
"428","katnb1",69.6420872403904,-0.0523761672709952,0.263594122534999,-0.198700057373399,0.84249737914106,0.94601182166134,"ENSDARG00000075046",-0.828615272427743,"556290"
"429","zgc:77041",12.4994112765772,0.554856859848214,0.532103896486299,1.04276037727249,0.297059286612747,0.607841396286069,"ENSDARG00000077341",2.21382354187577,"100329171"
"430","si:dkey-286h2.5",19.684775429196,-0.474275208663418,0.412747914518737,-1.14906748642551,0.250528153964488,0.556877710157941,"ENSDARG00000044954",0.38418397369682,"569798"
"431","znf536",862.410343152342,0.168008183026591,0.0790675363928128,2.12486932932771,0.033597517829195,0.178584304623443,"ENSDARG00000101249",4.39330308887291,"563879"
"432","rorab",318.408258719752,-1.19373514573285,0.160526196616614,-7.4363883957449,1.03475309416443e-13,5.42092363845685e-11,"ENSDARG00000003084",28.8994433670272,"393362"
"433","htr2cl1",79.0275729675812,0.0545694107977275,0.256701241985672,0.212579457643502,0.831654995648419,0.94090368360643,"ENSDARG00000057630",1.18433759285157,"565154"
"434","cldn7a",29.9463068815638,-1.26883656470536,0.360635755671757,-3.51833267985837,0.000434267574260613,0.00874064790520592,"ENSDARG00000075569",6.74184968328634,"564539"
"435","fgf11a",40.5054159201351,0.104610875327442,0.317499933183651,0.329483141235599,0.741790534590764,0.904411916749921,"ENSDARG00000020252",1.29868837406365,"394076"
"436","akap13",18.5613424231699,-0.191075261588664,0.509092108463315,-0.375325522458836,0.707418387065593,0.888561689631094,"ENSDARG00000103648",-0.653866989910581,"402983"
"437","stau1",1642.42076247399,0.177990716994444,0.0631717195916307,2.81756960464354,0.00483886251889225,0.0512309613064427,"ENSDARG00000044622",6.33107560263216,"557970"
"438","pbrm1l",220.447912762658,0.131638609645906,0.136747598211748,0.962639281181883,0.335728577493805,0.643485480879094,"ENSDARG00000061890",2.09145225054723,"101884183"
"439","camk1a",191.095135272269,0.248859584746194,0.168616598830074,1.47589019392442,0.139973372392916,0.413759754344109,"ENSDARG00000087238",2.96630307165607,"100149189"
"440","LOC555793",120.319383658661,0.319408196230514,0.179981744146397,1.77466996858697,0.0759523967903417,0.291921405232959,"ENSDARG00000015343",3.57764849296176,"327322"
"441","larp4ab",294.545132300122,0.377615189418112,0.182832751256697,2.06535856854192,0.0388890856889154,0.196139085956331,"ENSDARG00000058008",4.24704164127559,"450024"
"442","atf7b",635.467324365433,-0.528897456666248,0.0947227557604886,-5.58363671347984,2.35540460088902e-08,2.84136176065139e-06,"ENSDARG00000027689",16.5639682261924,"561724"
"443","dip2bb",614.453791205868,-0.0448586454524379,0.134570366408278,-0.33334713020205,0.738872266973777,0.903420830430236,"ENSDARG00000077740",-0.697369781253545,"780836"
"444","ap1m3",30.3524964220734,-0.993407246462957,0.391043513773865,-2.54040077759078,0.0110725506407494,0.0881600483962546,"ENSDARG00000087483",3.50328614861681,"503767"
"445","tie1",115.871921437662,-0.0621950886772695,0.188609480013166,-0.329755899188778,0.741584412449043,0.904411916749921,"ENSDARG00000104793",-0.70103371623664,"793666"
"446","prpf38a",31.5629906967194,0.0834600250182616,0.342759126721709,0.243494683326183,0.807622203287468,0.931004697565636,"ENSDARG00000037708",1.21366089999485,"378456"
"447","akr1a1b",44.4287027739464,0.0894537664251454,0.291345700161728,0.307036508091552,0.758815583992853,0.912011179083178,"ENSDARG00000062271",1.2759965034505,"327325"
"448","nasp",55.7548659486128,0.216731451032767,0.286822886825881,0.755628162840215,0.449872165697054,0.734210594590225,"ENSDARG00000057738",1.79879181280384,"561960"
"449","ccdc17",11.6773115968069,0.571690676464326,0.681124657726611,0.839333402453021,0.401282244145962,0.698829615077704,"ENSDARG00000061138",1.91309024852427,"327167"
"450","gpbp1l1",1024.53783664577,0.012702208283232,0.0894061845167231,0.142073038368572,0.88702231438767,0.961766965679872,"ENSDARG00000012073",1.11988513984393,"445492"
"451","dnajc6",227.228398693893,0.166633732467344,0.133143630669696,1.25153363799077,0.210739849056057,0.511782776148032,"ENSDARG00000055373",2.55713084906774,"559490"
"452","lepr",60.0590308282442,-0.214215242393203,0.281914475736582,-0.759858967275462,0.447338890972359,0.732369376017393,"ENSDARG00000020239",-0.195561173736452,"393120"
"453","brdt",642.65082754333,0.426806400231007,0.126169102267565,3.38281237292063,0.000717476316933405,0.0127973207658472,"ENSDARG00000005141",8.23977061863359,"555452"
"454","ephx4",91.8365430838261,0.535597535067885,0.250380605830735,2.13913347358048,0.0324248601309388,0.174301446895601,"ENSDARG00000012777",4.42882986240686,"550588"
"455","cygb2",28.3375408020939,0.369463792205327,0.380082686177953,0.972061621434516,0.331019893537864,0.639575833609373,"ENSDARG00000037706",2.10557680408824,"494160"
"456","stx8",40.0515087266398,0.364625895665616,0.325991693242947,1.11851284319038,0.263348024388827,0.571812779396979,"ENSDARG00000020708",2.33427883492699,"101883816"
"457","LOC110439170",13.2465600531482,0.675850058080986,0.736331461304729,0.917861172037149,0.358691551646089,0.662090570066234,"ENSDARG00000019063",2.02529244742244,"564317"
"458","usp43a",220.523990025774,-0.318493285545384,0.167238191624065,-1.9044291405717,0.0568543170276886,0.246916332785338,"ENSDARG00000091728",1.86726312450616,"791206"
"459","gga3",287.257526821944,-0.12647566341068,0.161820174356566,-0.781581554423458,0.434460530676277,0.722367454704409,"ENSDARG00000037498",-0.166349823107663,"795084"
"460","tnrc6c2",896.108189021665,0.254451996211463,0.105522723585953,2.41134788379681,0.0158936802995006,0.111572175333707,"ENSDARG00000020158",5.14183371420649,"393184"
"461","rhbdl3",47.5830074721731,0.454909182535456,0.32389337342318,1.40450290083922,0.160169148472303,0.446909109157375,"ENSDARG00000056764",2.8315248442155,"335444"
"462","znf207b",342.924177484015,-0.178571608846437,0.112647247811893,-1.58522833282735,0.112914465361039,0.367319923283518,"ENSDARG00000076055",1.18112469060395,"334195"
"463","si:dkey-10p5.7",38.8411103524969,-0.277763065862004,0.306396213049609,-0.90654862570717,0.364645539769565,0.6672509379253,"ENSDARG00000061810",0.0088295211649847,"399483"
"464","rhot1b",140.666603643145,-0.419969542759331,0.185001298037976,-2.2700897086307,0.0232021406238323,0.142190658582416,"ENSDARG00000005451",2.76351073629769,"431739"
"465","tefm",24.0080242711579,-0.427204593357507,0.380795833273331,-1.12187307745793,0.261916409174871,0.569961936699553,"ENSDARG00000032761",0.33972987507886,"568372"
"466","atad5b",28.6437860628897,-0.213259771469901,0.389326221892647,-0.547766267664101,0.583852403370125,0.822703750838532,"ENSDARG00000099510",-0.461892937948217,"326102"
"467","suz12b",288.895509623475,-0.547731528391756,0.253176237815461,-2.16343971739952,0.0305073755585479,0.168083905721615,"ENSDARG00000069594",2.48978680301117,"368266"
"468","utp6",39.6490060704856,-0.379931647317192,0.333672210522793,-1.13863736725909,0.254854436136255,0.561457520244427,"ENSDARG00000051925",0.367062735495496,"566673"
"469","si:dkey-10p5.10",42.1192279507807,0.574221600092058,0.310506821653992,1.84930429880195,0.0644138853765584,0.264611884514209,"ENSDARG00000017004",3.74242605767539,"565885"
"470","LOC108179316",24.2826276375137,-1.15040975039784,0.670853527167034,-1.71484490102622,0.0863736668149526,0.313675491130713,"ENSDARG00000058082",1.44907243186202,"566723"
"471","rab11fip4b",58.0946695541964,-0.29892019995259,0.25171213644924,-1.18754782415058,0.235011604324917,0.54046785036026,"ENSDARG00000029239",0.448120385951107,"415220"
"472","trim25",99.1938986924792,0.336637698038678,0.263612998343163,1.27701479120712,0.201597025328583,0.501422009824322,"ENSDARG00000069920",2.60148449820835,"30038"
"473","dgke",17.5228252570749,0.188651018143624,0.643527859261063,0.293151283862433,0.769406518859466,0.915498892265228,"ENSDARG00000089255",1.26213581604651,"195824"
"474","cbx8b",67.883400739929,0.367424971705281,0.409148953592099,0.898022513511266,0.369173546998021,0.671277881570379,"ENSDARG00000104235",1.99648842843821,"100536858"
"475","lrrfip1b",342.423775856455,0.248223224859515,0.132068183443558,1.8795081327487,0.0601751441004177,0.254057435465176,"ENSDARG00000071087",3.81049590062675,"58031"
"476","kalrnb",71.9457608474163,0.0826508447529343,0.232568670149453,0.355382540132432,0.722303027262681,0.895298337584569,"ENSDARG00000061459",1.32531052279099,"794348"
"477","ccdc14",18.3215618579913,-0.987050671558343,0.523397551548661,-1.88585267286367,0.0593148106363145,0.252104582525706,"ENSDARG00000035557",1.8248962463834,"101882842"
"478","iqcb1",15.0986269314599,0.868433829560764,0.486851623046188,1.78377515540988,0.0744602081963317,0.288708474833567,"ENSDARG00000061713",3.59749041445859,"793096"
"479","zgc:112023",139.656150552275,0.159420582536505,0.221837923413188,0.71863538967399,0.47236560220406,0.751392008502963,"ENSDARG00000095308",1.75000201228877,"100101649"
"480","zgc:64065",32.4264929023662,-2.30327614902807,0.460683959673672,-4.99968818245725,5.74231037340831e-07,4.36892128658982e-05,"ENSDARG00000089139",13.3702340175318,"493610"
"481","rgn",15.5294565616973,0.311469086160248,0.510873493833533,0.609679480184069,0.542074150056649,0.798617210229552,"ENSDARG00000057159",1.61235247867728,"570537"
